-1.046030816701731148e+00 2.471327911196314620e-01 1.000000000000000000e+00
-2.918091230317421569e+00 -7.465663423760224848e-01 1.000000000000000000e+00
-1.719813353460654115e+00 -5.124772522273545183e-01 1.000000000000000000e+00
-1.687272789942112938e+00 -4.336919662189364644e-01 1.000000000000000000e+00
-7.901878379333623359e-01 4.876297751188257701e-01 1.000000000000000000e+00
-1.499447585143512729e+00 -2.965714039506640587e-01 1.000000000000000000e+00
-7.484105070605950871e-01 5.397228474443685475e-02 1.000000000000000000e+00
-1.793994686147265094e+00 -2.420533028041867984e-01 1.000000000000000000e+00
-1.152158392807385301e+00 3.844368099446356796e-02 1.000000000000000000e+00
-8.703901608836277504e-01 2.720724157499476714e-01 1.000000000000000000e+00
-2.427184509865316642e+00 -5.990350241580124635e-01 1.000000000000000000e+00
-2.350828840672771314e+00 -9.059138353466175131e-01 1.000000000000000000e+00
-8.565004782395487792e-01 6.040173898989956158e-02 1.000000000000000000e+00
1.877456052312421297e+00 6.270701104981568630e-01 -1.000000000000000000e+00
8.109410820806860487e-01 -1.154782460083660645e-01 -1.000000000000000000e+00
1.553814687091296998e+00 1.008797581111168934e-01 -1.000000000000000000e+00
1.320864531487473403e+00 -4.848092078987998460e-02 -1.000000000000000000e+00
1.432258747815468691e+00 2.210041690356296384e-01 -1.000000000000000000e+00
1.180907778630924332e+00 -7.146180899971756040e-02 -1.000000000000000000e+00
1.544829897652940209e+00 1.078222283196368786e-01 -1.000000000000000000e+00
2.496573394369836940e+00 9.524792194611063634e-01 -1.000000000000000000e+00
1.058343365255831614e+00 1.349389703345983127e-01 -1.000000000000000000e+00
1.416601886589629489e+00 3.597140036443934319e-01 -1.000000000000000000e+00
1.411750851666007334e+00 6.165873407088356961e-01 -1.000000000000000000e+00
1.198895422352293183e+00 -1.958887579868497375e-01 -1.000000000000000000e+00
-3.465043437371595481e-01 -8.385545015781924461e-01 -1.000000000000000000e+00
