-1.046030816701731148e+00 2.471327911196314620e-01 1.000000000000000000e+00
-2.918091230317421569e+00 -7.465663423760224848e-01 1.000000000000000000e+00
-1.719813353460654115e+00 -5.124772522273545183e-01 1.000000000000000000e+00
-1.687272789942112938e+00 -4.336919662189364644e-01 1.000000000000000000e+00
-7.901878379333623359e-01 4.876297751188257701e-01 1.000000000000000000e+00
-1.499447585143512729e+00 -2.965714039506640587e-01 1.000000000000000000e+00
-7.484105070605950871e-01 5.397228474443685475e-02 1.000000000000000000e+00
1.448918410793591516e-01 8.417197947696919424e-01 1.000000000000000000e+00
-8.846885358046852055e-02 7.242465983612408342e-01 1.000000000000000000e+00
2.391280591483857521e-01 8.252559701397752523e-01 1.000000000000000000e+00
-8.649929822259473378e-01 2.039198428132993346e-01 1.000000000000000000e+00
9.083498058881904758e-01 1.073356735489534364e+00 1.000000000000000000e+00
-6.709239524874733851e-01 2.054938021037278906e-01 1.000000000000000000e+00
-2.716766139478405062e+00 -8.296300910496823278e-01 1.000000000000000000e+00
-1.036323342804031267e+00 -1.470846049788387400e-01 1.000000000000000000e+00
-1.201232385520820456e+00 1.839990477097206423e-01 1.000000000000000000e+00
-8.145334405950004353e-01 -3.970411290725474052e-01 1.000000000000000000e+00
-1.753135049941222157e+00 -2.310553825026767094e-01 1.000000000000000000e+00
-1.813499916852991944e+00 -5.410713398761562987e-01 1.000000000000000000e+00
-2.234217579240108442e+00 -1.064966113529760339e+00 1.000000000000000000e+00
-9.932172694832974713e-02 5.517505474613371153e-01 1.000000000000000000e+00
-1.973832115158147715e+00 -3.514819726291555368e-01 1.000000000000000000e+00
-9.005913118265314043e-01 1.356480627222339530e-02 1.000000000000000000e+00
-2.355838562452823304e+00 -6.876461449988180430e-01 1.000000000000000000e+00
-3.148916934243195520e-01 4.921674799952002743e-01 1.000000000000000000e+00
1.286915031734032766e-01 8.292494610321105020e-01 1.000000000000000000e+00
-1.753746382737053189e+00 -4.579184500855716378e-01 1.000000000000000000e+00
-2.082348153175758831e+00 -7.043331922709170634e-01 1.000000000000000000e+00
-1.174644778184102956e+00 -2.638807419892786332e-01 1.000000000000000000e+00
2.340973753678272651e-01 1.133803309332719333e+00 1.000000000000000000e+00
-1.798376294008788623e+00 -2.310821642540394072e-01 1.000000000000000000e+00
-1.529072867225131027e+00 -2.734074941882712606e-01 1.000000000000000000e+00
-1.131639837229252210e+00 -2.948104871562896578e-01 1.000000000000000000e+00
-1.600254363791834056e+00 -2.571316876350754899e-01 1.000000000000000000e+00
-3.042212184150393517e-01 6.511948374728931954e-01 1.000000000000000000e+00
